"NT_GER","QE_I08","QE_I04","QE_I05"
44.1,"E","E","F"
44.1,"A","B","B"
44.1,"A","B","B"
44.1,"A","B","D"
44,"A","A","B"
44,"C","B","E"
44,"A","A","A"
44,"B","C","D"
44,"B","E","D"
44,"C","B","B"
44,"E","B","B"
44,"B","D","F"
44,"A","C","C"
44,"F","E","E"
44,"A","C","C"
44,"A","A","A"
44,"B","C","D"
44,"B","E","F"
44,"B","D","C"
43.9,"A","E","B"
43.9,"A","D","A"
43.9,"B","A","C"
43.9,"A","A","B"
43.9,"C","C","B"
43.9,"A","D","C"
43.9,"A","D","D"
43.9,"B","B","D"
43.9,"C","D","C"
43.9,"D","D","E"
43.9,"C","D","E"
43.9,"E","F","E"
43.9,"E","E","E"
43.9,"F","F","E"
43.9,"A","D","D"
43.9,"D","E","B"
43.9,"B","D","D"
43.9,"B","D","E"
43.9,"A","B","B"
43.9,"A","C","C"
43.9,"B","B","B"
43.9,"C","F","E"
43.9,"B","B","E"
43.9,"F","E","E"
43.9,"D","D","D"
43.9,"A","B","B"
43.9,"C","E","E"
43.9,"D","B","E"
43.9,"D","D","E"
43.9,"B","B","C"
43.9,"B","D","E"
43.8,"C","A","A"
43.8,"A","B","B"
43.8,"D","E","D"
43.8,"A","B","B"
43.8,"E","F","E"
43.8,"A","A","B"
43.8,"F","C","F"
43.8,"C","D","C"
43.8,"C","C","C"
43.8,"F","F","D"
43.8,"A","D","C"
43.8,"B","D","F"
43.8,"A","B","E"
43.8,"A","B","D"
43.8,"A","B","B"
43.8,"B","B","B"
43.8,"A","B","C"
43.8,"B","D","D"
43.8,"E","D","D"
43.8,"A","B","D"
43.8,"A","D","D"
43.8,"C","D","D"
43.8,"G","E","E"
43.8,"C","F","C"
43.7,"A","B","D"
43.7,"A","A","C"
43.7,"A","E","F"
43.7,"E","D","F"
43.7,"A","B","F"
43.7,"C","E","E"
43.7,"D","D","D"
43.7,"F","D","E"
43.7,"B","C","D"
43.7,"A","B","D"
43.7,"B","C","C"
43.6,"A","B","D"
43.6,"F","D","D"
43.6,"C","F","F"
43.6,"A","A","B"
43.6,"D","E","C"
43.6,"A","C","E"
43.6,"B","C","F"
43.6,"A","A","A"
43.6,"D","B","E"
43.6,"B","C","D"
43.6,"A","D","D"
43.6,"C","C","C"
43.6,"D","D","D"
43.6,"C","E","F"
43.6,"B","E","E"
43.5,"A","A","B"
43.5,"B","B","C"
43.5,"E","F","E"
43.5,"D","D","E"
43.5,"A","A","B"
43.5,"C","B","D"
43.5,"A","D","E"
43.5,"A","B","B"
43.5,"F","F","D"
43.5,"A","A","B"
43.5,"A","B","E"
43.5,"A","C","C"
43.4,"A","B","D"
43.4,"B","B","B"
43.4,"A","B","B"
43.4,"C","C","F"
43.4,"C","B","D"
43.4,"A","D","D"
43.4,"B","B","B"
43.4,"C","E","D"
43.4,"A","C","D"
43.4,"A","D","D"
43.4,"A","B","B"
43.4,"A","D","B"
43.4,"A","B","C"
43.4,"B","B","E"
43.4,"A","A","C"
43.3,"B","E","D"
43.3,"A","A","B"
43.3,"A","B","B"
43.3,"B","E","D"
43.3,"A","B","B"
43.3,"D","B","B"
43.3,"A","C","B"
43.3,NA,NA,NA
43.3,"B","C","D"
43.3,"A","B","D"
43.3,"A","E","C"
43.3,"A","B","A"
43.3,"E","F","F"
43.2,"B","A","A"
43.2,"A","B","B"
43.2,"A","B","B"
43.2,"E","E","F"
43.2,"F","D","E"
43.2,"E","F","D"
43.2,"B","D","E"
43.2,"A","D","D"
43.2,"B","B","B"
43.2,"B","B","B"
43.2,"A","B","D"
43.2,"A","D","C"
43.2,"A","B","D"
43.2,"F","E","D"
43.2,"D","D","D"
43.2,"B","D","D"
43.2,"B","B","D"
43.2,"B","B","B"
43.1,"A","B","B"
43.1,"B","D","C"
43.1,"B","D","D"
43.1,"B","E","E"
43.1,"A","D","D"
43.1,"B","D","D"
43.1,"B","B","D"
43.1,"D","D","C"
43.1,"B","C","D"
43.1,"D","D","D"
43.1,"B","D","B"
43.1,"D","E","E"
43.1,"A","A","D"
43.1,"A","B","B"
43.1,"B","D","D"
43.1,"B","D","C"
43.1,"A","B","B"
43.1,"C","B","B"
43.1,"C","E","E"
43,"A","B","C"
43,NA,NA,NA
43,"A","A","A"
43,"B","B","E"
43,"A","D","B"
43,"C","B","D"
43,"F","D","E"
43,"A","A","A"
43,"A","B","B"
43,"A","C","B"
43,"D","D","D"
43,"A","B","C"
43,"A","B","B"
43,"B","B","B"
43,"B","B","D"
43,"B","B","B"
43,"B","B","B"
43,"B","B","F"
43,"C","F","D"
42.9,"A","B","B"
42.9,"A","B","B"
42.9,"B","C","B"
42.9,"C","C","E"
42.9,"C","C","E"
42.9,"D","C","E"
42.9,"C","D","E"
42.9,"B","D","D"
42.9,"C","E","E"
42.9,"B","B","C"
42.9,"A","C","B"
42.9,"A","A","B"
42.9,"B","C","E"
42.9,"A","D","E"
42.9,"C","E","F"
42.9,"C","B","D"
42.9,"B","D","D"
42.9,"C","E","E"
42.9,"E","D","A"
42.8,"B","A","B"
42.8,"A","B","B"
42.8,"B","D","D"
42.8,"C","D","E"
42.8,"B","F","C"
42.8,"B","A","B"
42.8,"A","B","B"
42.8,"B","C","E"
42.8,"A","A","A"
42.8,"A","A","B"
42.8,"A","B","B"
42.8,"A","A","A"
42.8,"A","D","B"
42.8,"A","B","B"
42.8,"B","C","C"
42.8,"A","A","B"
42.8,"B","B","D"
42.8,"E","D","F"
42.8,"C","A","C"
42.7,"C","B","B"
42.7,"B","B","C"
42.7,"A","B","B"
42.7,"A","B","C"
42.7,"B","C","D"
42.7,"B","D","D"
42.7,"A","B","B"
42.7,"B","B","A"
42.7,"B","D","F"
42.7,"B","B","D"
42.7,"B","C","B"
42.7,"F","C","E"
42.7,"C","C","D"
42.7,"A","B","C"
42.7,"E","E","E"
42.7,"A","A","C"
42.7,"A","E","C"
42.7,"C","D","D"
42.7,"A","B","A"
42.7,"B","D","D"
42.7,"E","D","D"
42.6,"D","D","B"
42.6,"C","B","D"
42.6,"D","D","E"
42.6,"D","D","C"
42.6,"A","B","E"
42.6,"A","B","C"
42.6,"A","B","B"
42.6,"B","D","E"
42.6,"B","E","A"
42.6,"B","C","E"
42.6,"A","C","D"
42.6,"C","E","F"
42.6,"A","B","B"
42.6,"A","B","C"
42.6,"B","B","B"
42.6,"B","B","C"
42.6,"B","D","B"
42.5,"A","A","B"
42.5,"A","B","B"
42.5,"A","B","C"
42.5,"A","B","B"
42.5,"D","E","F"
42.5,"A","A","C"
42.5,"B","D","F"
42.5,"B","D","E"
42.5,"C","C","C"
42.5,"A","A","D"
42.5,"A","C","C"
42.5,"B","F","D"
42.5,"A","B","B"
42.5,"B","D","E"
42.5,"B","C","D"
42.5,"A","C","C"
42.5,"F","E","E"
42.4,"A","D","D"
42.4,"B","D","D"
42.4,"A","D","C"
42.4,"B","D","D"
42.4,"A","C","D"
42.4,"D","E","E"
42.4,"A","A","A"
42.4,"A","B","B"
42.4,"A","A","D"
42.4,"C","B","B"
42.4,"A","A","B"
42.4,"B","B","B"
42.4,"E","F","E"
42.4,"B","D","F"
42.3,"A","D","B"
42.3,"B","B","F"
42.3,"A","C","F"
42.3,NA,NA,NA
42.3,"E","D","E"
42.3,"C","B","B"
42.3,"B","A","B"
42.3,"A","B","B"
42.3,"A","A","B"
42.3,"B","A","D"
42.3,"B","D","D"
42.3,"B","A","B"
42.3,"B","D","C"
42.3,"E","C","C"
42.3,"C","D","D"
42.3,"D","E","D"
42.3,"D","B","B"
42.3,"B","D","E"
42.2,"E","C","B"
42.2,"C","B","B"
42.2,"C","A","F"
42.2,"B","B","B"
42.2,"A","E","B"
42.2,"A","D","B"
42.2,"A","C","C"
42.2,"A","B","B"
42.2,"C","D","F"
42.2,"G","C","D"
42.2,NA,NA,NA
42.2,"B","E","D"
42.2,"B","B","C"
42.2,"D","E","E"
42.2,"C","D","F"
42.2,"A","B","B"
42.2,"A","B","C"
42.2,"F","F","E"
42.2,"B","B","C"
42.2,"A","B","D"
42.2,"A","B","B"
42.2,"A","D","D"
42.2,"C","D","C"
42.1,"C","A","A"
42.1,"A","A","B"
42.1,"A","D","D"
42.1,"A","B","A"
42.1,"B","A","B"
42.1,"B","A","B"
42.1,"A","B","C"
42.1,"D","E","F"
42.1,"B","D","E"
42.1,"C","C","F"
42.1,"D","E","E"
42.1,"B","B","D"
42.1,"A","B","D"
42.1,"C","C","D"
42.1,"B","D","D"
42.1,"A","B","A"
42.1,"B","A","E"
42.1,"B","B","D"
42.1,"B","C","D"
42.1,"C","C","D"
42.1,"A","E","E"
42.1,"B","B","E"
42.1,"B","B","B"
42.1,"A","B","B"
42.1,"E","D","D"
42.1,"F","E","F"
42.1,"B","D","E"
42,"B","B","E"
42,"A","B","B"
42,"A","B","C"
42,"A","D","B"
42,"A","A","C"
42,"F","E","E"
42,"E","E","E"
42,"A","B","D"
42,"B","D","E"
42,"A","B","C"
42,"A","C","E"
42,"D","C","B"
42,"B","C","B"
42,"A","C","C"
42,"A","A","A"
42,"A","B","B"
42,"B","F","D"
42,"C","D","D"
42,"B","B","D"
42,"A","E","C"
41.9,"A","B","B"
41.9,"C","A","B"
41.9,"A","D","D"
41.9,"B","A","A"
41.9,"A","B","B"
41.9,"F","E","D"
41.9,"A","B","D"
41.9,"A","B","D"
41.9,"A","D","E"
41.9,"B","E","E"
41.9,"C","E","E"
41.9,"A","A","F"
41.9,"A","D","E"
41.9,"D","F","F"
41.9,"C","D","F"
41.9,"A","E","D"
41.9,"C","B","B"
41.9,"F","C","E"
41.9,"A","D","D"
41.9,"D","D","D"
41.9,"A","B","F"
41.9,"C","D","D"
41.9,"B","D","D"
41.9,"A","D","D"
41.9,"A","A","D"
41.8,"C","F","F"
41.8,"B","B","B"
41.8,"A","E","E"
41.8,"A","A","B"
41.8,"D","E","E"
41.8,"E","D","E"
41.8,"C","D","D"
41.8,"B","D","F"
41.8,"A","C","C"
41.8,"A","B","B"
41.8,"B","C","C"
41.8,"E","E","D"
41.8,"E","E","E"
41.8,"E","C","D"
41.7,"B","C","D"
41.7,"A","C","D"
41.7,"A","B","B"
41.7,"C","D","D"
41.7,"D","D","F"
41.7,"A","A","A"
41.7,"A","D","D"
41.7,"C","B","D"
41.7,"B","E","D"
41.7,"A","B","B"
41.7,"B","E","E"
41.7,"A","B","C"
41.7,"D","D","D"
41.7,"A","B","D"
41.7,"A","D","C"
41.7,"B","B","D"
41.7,"A","B","A"
41.7,"A","B","E"
41.7,"C","B","C"
41.7,"A","C","D"
41.7,"A","A","B"
41.7,"A","C","D"
41.7,"A","D","D"
41.7,"B","C","C"
41.7,"F","E","D"
41.7,"D","E","D"
41.6,"B","A","A"
41.6,"B","B","D"
41.6,"A","D","D"
41.6,"A","D","D"
41.6,"B","B","D"
41.6,"A","A","A"
41.6,"A","A","B"
41.6,"B","B","E"
41.6,"B","B","E"
41.6,"B","E","D"
41.6,"A","B","B"
41.6,"A","B","A"
41.6,"B","E","D"
41.6,"B","B","B"
41.6,"D","D","D"
41.6,"B","B","D"
41.6,"A","A","D"
41.6,"F","C","C"
41.6,"C","B","C"
41.6,"C","E","E"
41.6,"B","B","B"
41.5,"B","D","D"
41.5,"A","C","A"
41.5,"C","C","E"
41.5,"C","B","C"
41.5,"A","B","C"
41.5,"C","C","C"
41.5,NA,NA,NA
41.5,"A","E","D"
41.5,"A","E","E"
41.5,"A","A","D"
41.5,"A","A","A"
41.5,"B","B","B"
41.5,"B","E","D"
41.5,"E","E","D"
41.5,"B","D","D"
41.5,"C","B","B"
41.5,"C","E","D"
41.5,"C","D","D"
41.5,"A","B","D"
41.4,"B","C","D"
41.4,"B","B","E"
41.4,"B","B","B"
41.4,"A","B","B"
41.4,"A","C","D"
41.4,"C","B","D"
41.4,"F","D","D"
41.4,"E","D","D"
41.4,"B","D","F"
41.4,"A","B","D"
41.4,"B","B","B"
41.4,"A","A","F"
41.4,"A","C","C"
41.4,"A","B","B"
41.4,"B","A","B"
41.4,"A","B","B"
41.4,"A","D","E"
41.4,"A","A","F"
41.4,"C","C","B"
41.4,"B","B","E"
41.4,"A","B","B"
41.4,"A","E","F"
41.4,"B","B","E"
41.4,"A","A","B"
41.4,"A","B","B"
41.3,"A","B","B"
41.3,"C","A","B"
41.3,"A","A","D"
41.3,"C","B","B"
41.3,"B","C","E"
41.3,"A","B","A"
41.3,"D","E","E"
41.3,"F","E","E"
41.3,"D","E","E"
41.3,"C","B","B"
41.3,"A","D","B"
41.3,"A","C","D"
41.3,"B","E","E"
41.3,"A","B","D"
41.3,"B","A","A"
41.3,"A","B","B"
41.3,"A","D","C"
41.3,"G","B","D"
41.2,"C","B","B"
41.2,"B","D","A"
41.2,"A","C","D"
41.2,"A","D","D"
41.2,"B","C","D"
41.2,"A","D","B"
41.2,"A","B","B"
41.2,"B","C","D"
41.2,"A","A","B"
41.2,"B","D","F"
41.2,"A","B","B"
41.2,"A","D","D"
41.2,"A","B","B"
41.2,"A","A","A"
41.2,"B","E","E"
41.2,"C","E","E"
41.2,"A","B","B"
41.2,"D","D","C"
41.2,"B","B","E"
41.2,"C","A","D"
41.2,"A","B","B"
41.2,"A","B","D"
41.2,"A","B","B"
41.2,"D","B","D"
41.2,"C","C","D"
41.2,"A","C","D"
41.1,"A","B","D"
41.1,"A","C","D"
41.1,"B","D","D"
41.1,"A","C","D"
41.1,"A","B","B"
41.1,"B","C","D"
41.1,"B","D","D"
41.1,"A","B","D"
41.1,"A","A","D"
41.1,"E","B","C"
41.1,"A","A","B"
41.1,"B","D","D"
41.1,"D","E","E"
41.1,"B","D","E"
41.1,"A","F","E"
41.1,"B","D","E"
41.1,"A","D","B"
41,"B","C","C"
41,"A","C","D"
41,"C","C","E"
41,"B","A","B"
41,"A","D","D"
41,"F","B","A"
41,"D","E","D"
41,"A","B","B"
41,"B","B","D"
41,"B","B","D"
41,"A","D","B"
41,"B","C","E"
41,"C","B","D"
41,"D","E","E"
41,"A","B","C"
41,"A","B","B"
41,"A","B","D"
41,"A","C","D"
40.9,"A","D","D"
40.9,"A","B","B"
40.9,"A","B","C"
40.9,"A","C","D"
40.9,"D","D","D"
40.9,"B","B","E"
40.9,"B","A","B"
40.9,"F","E","E"
40.9,"D","F","F"
40.9,"B","E","D"
40.9,"A","B","D"
40.9,"B","B","B"
40.9,"C","D","E"
40.9,"A","B","C"
40.9,"A","B","E"
40.9,"B","D","E"
40.9,"A","B","D"
40.8,"B","E","B"
40.8,"B","B","D"
40.8,"A","C","C"
40.8,"C","B","D"
40.8,"D","E","D"
40.8,"B","D","E"
40.8,"B","D","D"
40.8,"A","E","C"
40.8,"C","D","D"
40.8,"A","B","D"
40.8,"B","D","D"
40.8,"C","B","B"
40.8,"B","B","C"
40.8,"A","C","D"
40.8,"A","B","B"
40.8,"A","A","D"
40.8,"E","E","F"
40.8,"D","E","E"
40.8,"A","B","B"
40.7,"C","D","D"
40.7,"A","C","B"
40.7,"B","D","D"
40.7,"A","E","D"
40.7,"F","E","F"
40.7,"B","D","E"
40.7,"F","E","E"
40.7,"C","B","E"
40.7,"A","B","B"
40.7,"C","D","C"
40.7,"B","C","F"
40.7,"C","C","D"
40.7,"B","A","B"
40.7,"A","E","D"
40.7,"A","B","C"
40.7,"A","B","B"
40.7,"B","D","E"
40.7,"B","D","D"
40.7,"B","B","B"
40.7,"A","E","C"
40.7,"C","D","D"
40.7,"E","E","E"
40.7,"A","E","B"
40.6,"B","D","E"
40.6,"A","B","B"
40.6,"B","D","D"
40.6,"D","B","A"
40.6,"B","A","D"
40.6,"A","C","C"
40.6,"A","A","A"
40.6,"A","B","B"
40.6,"B","B","C"
40.6,"D","E","F"
40.6,"A","D","D"
40.6,"A","B","D"
40.6,"A","A","D"
40.6,"B","B","D"
40.6,"A","A","D"
40.6,"B","D","D"
40.6,"A","C","D"
40.6,"A","B","B"
40.6,"B","E","E"
40.6,"C","E","E"
40.6,"C","D","F"
40.6,"B","C","D"
40.6,"F","F","F"
40.5,"B","D","B"
40.5,"B","A","A"
40.5,"A","B","B"
40.5,"C","B","B"
40.5,"A","B","B"
40.5,"B","A","B"
40.5,"A","B","B"
40.5,"D","E","E"
40.5,"E","D","E"
40.5,"C","D","D"
40.5,"A","B","B"
40.4,"A","B","B"
40.4,"A","C","B"
40.4,"A","D","D"
40.4,"B","A","F"
40.4,"A","E","D"
40.4,"C","C","E"
40.4,"A","B","D"
40.4,"C","D","D"
40.3,"B","A","A"
40.3,"C","B","D"
40.3,"A","B","B"
40.3,"B","A","B"
40.3,"C","C","D"
40.3,"E","D","E"
40.3,"D","D","D"
40.3,"A","B","B"
40.3,"B","B","B"
40.3,"B","E","C"
40.3,"B","B","E"
40.3,"A","A","B"
40.3,"A","D","B"
40.3,"A","B","B"
40.3,"D","E","D"
40.3,"E","E","E"
40.3,"E","E","E"
40.3,"A","A","D"
40.2,"A","A","C"
40.2,"B","B","B"
40.2,"B","A","B"
40.2,"B","B","B"
40.2,"B","E","D"
40.2,"E","B","D"
40.2,"F","E","E"
40.2,"C","E","F"
40.2,"C","E","E"
40.2,"E","B","B"
40.2,"A","B","B"
40.2,"A","C","D"
40.2,"A","C","C"
40.2,"A","B","B"
40.2,"A","D","D"
40.2,"B","A","B"
40.2,"A","B","D"
40.2,"A","B","A"
40.2,"E","A","C"
40.2,"F","D","F"
40.2,"C","B","D"
40.1,"A","B","C"
40.1,"A","A","A"
40.1,"A","D","D"
40.1,"B","B","B"
40.1,"B","D","E"
40.1,"C","D","D"
40.1,"B","B","C"
40.1,"B","E","D"
40.1,"E","E","D"
40.1,"A","B","B"
40.1,"B","A","B"
40.1,"A","A","B"
40.1,NA,NA,NA
40.1,"E","E","E"
40.1,"F","B","B"
40.1,"B","A","A"
40.1,"B","A","C"
40,"B","B","B"
40,"B","B","E"
40,"B","A","B"
40,"A","B","B"
40,"C","C","D"
40,"B","D","C"
40,"B","B","A"
40,"C","F","F"
40,"B","D","C"
40,"E","F","E"
40,"A","C","C"
40,"B","B","D"
40,"D","C","D"
40,"E","E","E"
40,"C","D","D"
40,"B","C","B"
40,"A","B","C"
40,"B","C","C"
40,"D","E","F"
40,"E","D","D"
40,"B","C","C"
39.9,NA,NA,NA
39.9,"B","D","B"
39.9,"B","A","A"
39.9,"B","D","F"
39.9,"E","E","E"
39.9,"F","D","D"
39.9,"A","C","D"
39.9,"B","B","C"
39.9,"B","C","C"
39.9,"A","A","D"
39.9,"A","C","D"
39.9,"F","D","D"
39.9,"A","D","D"
39.9,"A","A","B"
39.9,"E","F","F"
39.9,"A","B","D"
39.8,"A","A","B"
39.8,"B","B","B"
39.8,"A","B","A"
39.8,"A","B","C"
39.8,"A","C","B"
39.8,"B","D","D"
39.8,"B","D","E"
39.8,"D","E","E"
39.8,"F","F","D"
39.8,"B","B","A"
39.8,"C","B","D"
39.8,"A","B","A"
39.8,"C","D","D"
39.8,"B","C","F"
39.8,"C","A","B"
39.8,"A","A","B"
39.8,"C","D","D"
39.8,"A","B","C"
39.8,"D","B","B"
39.8,"A","B","B"
39.8,"A","A","C"
39.8,"C","E","D"
39.8,"A","B","B"
39.8,"C","F","E"
39.8,NA,NA,NA
39.8,"C","B","B"
39.8,"B","E","D"
39.8,"A","D","E"
39.7,"B","D","E"
39.7,"B","B","B"
39.7,"A","B","B"
39.7,"A","B","C"
39.7,"A","C","C"
39.7,"C","F","E"
39.7,"B","B","A"
39.7,"B","B","D"
39.7,"A","E","D"
39.7,"A","B","B"
39.7,"B","E","C"
39.7,"A","B","D"
39.7,"A","A","A"
39.7,"A","A","D"
39.7,"E","E","E"
39.7,"A","B","B"
39.7,"A","A","B"
39.7,"A","E","A"
39.7,"B","E","E"
39.7,"A","B","B"
39.7,"A","B","D"
39.7,"A","A","A"
39.7,"A","A","E"
39.7,"E","B","E"
39.7,"F","E","D"
39.7,"A","D","E"
39.7,"B","B","F"
39.6,"C","E","D"
39.6,"B","B","B"
39.6,"B","B","D"
39.6,"A","B","C"
39.6,"B","B","C"
39.6,"A","A","B"
39.6,"B","B","B"
39.6,"C","D","D"
39.6,"B","A","C"
39.6,NA,NA,NA
39.6,"A","D","D"
39.6,"C","E","E"
39.6,"B","D","D"
39.5,"A","B","B"
39.5,"B","E","D"
39.5,"B","B","B"
39.5,"A","B","D"
39.5,"A","B","D"
39.5,"E","E","F"
39.5,"A","B","B"
39.5,"F","B","B"
39.5,"A","D","D"
39.5,"B","B","C"
39.5,"B","D","D"
39.5,"C","B","B"
39.5,"A","B","B"
39.5,"B","C","C"
39.5,"C","E","D"
39.5,"A","D","D"
39.5,"A","B","B"
39.5,"A","C","D"
39.5,"A","F","E"
39.5,"C","D","E"
39.5,"D","D","F"
39.5,"B","D","E"
39.5,"B","C","C"
39.4,"B","C","C"
39.4,"C","D","D"
39.4,"B","D","C"
39.4,NA,NA,NA
39.4,"B","A","C"
39.4,"B","C","C"
39.4,"C","D","C"
39.4,"B","D","D"
39.4,"C","D","E"
39.4,"C","D","F"
39.4,NA,NA,NA
39.4,"C","D","D"
39.4,"C","B","B"
39.4,"B","C","D"
39.4,"C","A","D"
39.4,"A","A","E"
39.4,"C","D","F"
39.4,"A","A","A"
39.4,"B","E","B"
39.4,"A","B","A"
39.3,"A","D","B"
39.3,"A","B","D"
39.3,"A","D","E"
39.3,"A","D","A"
39.3,"A","A","B"
39.3,"A","E","D"
39.3,"A","A","C"
39.3,"A","D","C"
39.2,NA,NA,NA
39.2,"A","C","C"
39.2,"C","E","D"
39.2,"B","D","D"
39.2,"C","B","B"
39.2,"A","B","B"
39.2,"B","E","D"
39.2,"C","F","F"
39.2,"A","C","C"
39.2,"A","D","D"
39.2,"C","D","E"
39.2,"B","B","C"
39.2,"A","B","B"
39.2,"B","D","E"
39.2,"A","D","E"
39.2,"B","D","D"
39.2,"B","D","D"
39.2,"A","D","D"
39.1,"B","B","D"
39.1,"C","A","B"
39.1,"A","E","D"
39.1,"A","B","B"
39.1,"C","A","B"
39.1,"B","A","B"
39.1,"C","D","E"
39.1,"B","B","F"
39.1,"B","C","C"
39.1,"B","D","E"
39.1,"B","A","A"
39.1,"A","A","B"
39.1,"B","D","D"
39.1,"B","D","E"
39.1,"E","D","D"
39.1,"C","C","D"
39,"E","E","E"
39,"C","F","D"
39,"C","A","A"
39,"E","D","D"
39,"D","D","E"
39,"B","E","D"
39,"A","A","B"
39,"B","D","E"
39,"A","B","B"
39,"B","B","C"
39,NA,NA,NA
39,NA,NA,NA
39,"B","A","B"
39,"A","B","B"
39,"A","D","C"
39,"C","E","D"
39,"E","F","D"
39,"B","D","D"
39,"E","D","F"
38.9,"A","F","F"
38.9,"B","A","A"
38.9,"A","A","A"
38.9,"B","B","D"
38.9,"A","A","B"
38.9,"C","E","C"
38.9,"B","B","C"
38.9,"D","D","D"
38.9,"B","B","A"
38.9,"F","D","F"
38.9,"C","B","D"
38.9,"E","E","E"
38.9,"B","E","E"
38.9,"C","C","D"
38.9,"F","E","E"
38.9,"B","B","B"
38.9,"B","B","D"
38.9,"A","E","D"
38.9,"F","D","D"
38.8,"A","B","B"
38.8,"B","B","D"
38.8,"A","B","B"
38.8,"B","D","F"
38.8,"F","D","E"
38.8,"B","D","D"
38.8,"B","C","C"
38.8,"A","D","D"
38.8,"B","E","F"
38.8,"A","A","A"
38.8,"A","B","B"
38.8,"A","E","D"
38.8,"C","D","D"
38.8,"A","A","B"
38.8,"A","B","C"
38.8,"B","E","E"
38.8,"B","D","B"
38.7,"A","B","B"
38.7,"C","D","E"
38.7,"A","B","B"
38.7,"A","A","B"
38.7,"A","C","B"
38.7,"A","B","B"
38.7,"A","D","B"
38.7,"C","B","B"
38.7,"D","F","E"
38.7,"A","A","B"
38.7,"A","A","A"
38.7,"A","C","D"
38.7,"C","D","E"
38.7,"B","D","D"
38.6,"A","B","B"
38.6,"B","E","B"
38.6,"B","D","E"
38.6,"A","C","D"
38.6,"A","C","C"
38.6,"F","D","F"
38.6,"C","B","D"
38.6,"C","D","E"
38.6,"A","B","E"
38.6,"B","B","D"
38.6,"E","B","B"
38.6,"F","D","E"
38.6,"C","D","D"
38.6,"A","B","B"
38.6,"F","D","E"
38.6,"A","B","B"
38.5,"B","A","B"
38.5,"A","C","C"
38.5,"B","D","D"
38.5,"A","D","D"
38.5,"C","A","E"
38.5,"B","D","D"
38.5,"C","D","E"
38.5,"A","D","B"
38.5,"A","B","B"
38.5,"A","D","D"
38.5,"A","B","A"
38.5,"B","D","B"
38.5,"A","A","A"
38.5,"B","B","A"
38.5,"A","E","D"
38.5,"A","A","C"
38.5,"A","E","A"
38.4,"D","B","B"
38.4,"B","D","F"
38.4,"B","E","E"
38.4,"E","E","D"
38.4,"C","B","D"
38.4,"C","D","E"
38.4,"C","E","B"
38.4,"A","A","A"
38.4,"B","A","B"
38.4,"A","B","B"
38.4,"B","D","D"
38.4,"C","D","D"
38.4,"B","F","F"
38.4,"F","E","E"
38.3,"A","C","E"
38.3,"B","B","F"
38.3,"C","A","A"
38.3,"B","B","E"
38.3,"C","A","B"
38.3,"A","A","A"
38.3,"B","C","C"
38.3,"A","B","C"
38.3,"C","D","E"
38.3,"A","E","E"
38.3,"A","B","C"
38.3,"C","D","B"
38.3,"A","C","B"
38.3,"B","D","C"
38.3,"A","B","C"
38.3,"B","B","B"
38.3,NA,NA,NA
38.3,"A","B","B"
38.3,"D","B","F"
38.3,"A","D","D"
38.3,"A","B","B"
38.3,"C","D","F"
38.3,"D","E","F"
38.3,"B","B","C"
38.3,"B","E","D"
38.3,"A","B","B"
38.3,"E","B","B"
38.2,"B","B","B"
38.2,"A","A","B"
38.2,"A","D","E"
38.2,"A","B","D"
38.2,NA,NA,NA
38.2,"G","E","E"
38.2,"B","B","D"
38.2,"B","C","C"
38.2,"C","B","B"
38.2,"B","B","A"
38.2,"A","C","D"
38.2,"D","E","E"
38.2,"C","E","E"
38.2,"D","B","B"
38.2,"A","A","A"
38.2,"B","E","C"
38.2,"B","A","B"
38.2,"D","D","F"
38.2,"A","E","E"
38.1,"A","A","D"
38.1,"C","D","D"
38.1,"B","B","D"
38.1,NA,NA,NA
38.1,"A","D","D"
38.1,"A","C","C"
38.1,"C","E","F"
38.1,"B","B","F"
38.1,"A","B","B"
38.1,"C","D","E"
38.1,"A","B","C"
38.1,"A","D","D"
38.1,"D","B","B"
38.1,"A","B","D"
38.1,"D","D","E"
38.1,"B","C","C"
38.1,"B","B","C"
38.1,"D","D","C"
38.1,"D","C","D"
38.1,"G","D","F"
38,"A","C","B"
38,"B","B","B"
38,"C","B","B"
38,"A","A","A"
38,"F","D","E"
38,"A","B","A"
38,"B","F","F"
38,"C","D","D"
38,"E","E","E"
38,"A","B","A"
38,"B","B","A"
38,"A","D","B"
38,"B","D","D"
38,"C","E","E"
38,"C","D","D"
38,"C","B","D"
37.9,"C","D","E"
37.9,"C","A","D"
37.9,"B","B","B"
37.9,"F","D","D"
37.9,"B","D","B"
37.9,"A","A","D"
37.9,"A","D","D"
37.9,"C","E","E"
37.9,"A","C","D"
37.9,"A","A","B"
37.9,"C","D","D"
37.9,"B","B","B"
37.9,"A","A","A"
37.9,"C","E","D"
37.9,"B","E","E"
37.9,"B","D","B"
37.9,"C","B","B"
37.9,"B","B","B"
37.9,"B","E","E"
37.9,"F","E","E"
37.9,"C","D","D"
37.9,"E","E","E"
37.8,"B","A","B"
37.8,"B","B","D"
37.8,"A","B","B"
37.8,"A","A","D"
37.8,"F","E","E"
37.8,"B","D","D"
37.8,"D","D","E"
37.8,"C","A","D"
37.8,"C","D","D"
37.8,"B","E","E"
37.8,"B","C","E"
37.8,"E","D","D"
37.8,"A","B","C"
37.8,"C","B","D"
37.8,"B","D","D"
37.8,"C","D","D"
37.8,"A","D","D"
